area_fips,industry_code,year,qtr,area_title,qtrly_estabs_count,month1_emplvl,month2_emplvl,month3_emplvl
20005,10,2019,1,"Atchison County, Kansas",354,4719,4647,4649
20005,10,2019,2,"Atchison County, Kansas",349,4565,4564,4556
20005,10,2019,3,"Atchison County, Kansas",352,4622,4682,4647
20005,10,2019,4,"Atchison County, Kansas",355,4641,4640,4605
20013,10,2019,1,"Brown County, Kansas",331,5247,5221,5138
20013,10,2019,2,"Brown County, Kansas",330,5198,5259,5279
20013,10,2019,3,"Brown County, Kansas",333,5143,5137,5198
20013,10,2019,4,"Brown County, Kansas",334,5192,5203,5212
20013,10,2019,1,"Brown County, Kansas",13,97,97,96
20013,10,2019,2,"Brown County, Kansas",13,99,99,98
20013,10,2019,3,"Brown County, Kansas",13,97,97,97
20013,10,2019,4,"Brown County, Kansas",13,93,91,92
20013,10,2019,1,"Brown County, Kansas",7,57,58,57
20013,10,2019,2,"Brown County, Kansas",7,58,58,58
20013,10,2019,3,"Brown County, Kansas",7,56,55,55
20013,10,2019,4,"Brown County, Kansas",7,56,57,59
20013,10,2019,1,"Brown County, Kansas",38,1396,1387,1389
20013,10,2019,2,"Brown County, Kansas",38,1411,1446,1452
20013,10,2019,3,"Brown County, Kansas",38,1304,1306,1413
20013,10,2019,4,"Brown County, Kansas",38,1401,1395,1412
20013,10,2019,1,"Brown County, Kansas",273,3697,3679,3596
20013,10,2019,2,"Brown County, Kansas",272,3630,3656,3671
20013,10,2019,3,"Brown County, Kansas",275,3686,3679,3633
20013,10,2019,4,"Brown County, Kansas",276,3642,3660,3649
20021,10,2019,1,"Cherokee County, Kansas",401,5903,5892,5880
20021,10,2019,2,"Cherokee County, Kansas",401,5970,6047,5985
20021,10,2019,3,"Cherokee County, Kansas",400,5899,5913,6043
20021,10,2019,4,"Cherokee County, Kansas",399,6013,5969,6001
20021,10,2019,1,"Cherokee County, Kansas",11,56,56,60
20021,10,2019,2,"Cherokee County, Kansas",11,60,58,57
20021,10,2019,3,"Cherokee County, Kansas",11,57,54,57
20021,10,2019,4,"Cherokee County, Kansas",11,59,56,56
20021,10,2019,1,"Cherokee County, Kansas",8,47,50,51
20021,10,2019,2,"Cherokee County, Kansas",8,51,49,48
20021,10,2019,3,"Cherokee County, Kansas",8,47,45,49
20021,10,2019,4,"Cherokee County, Kansas",8,51,51,51
20021,10,2019,1,"Cherokee County, Kansas",29,1273,1289,1274
20021,10,2019,2,"Cherokee County, Kansas",29,1261,1284,1240
20021,10,2019,3,"Cherokee County, Kansas",29,1071,1124,1264
20021,10,2019,4,"Cherokee County, Kansas",29,1262,1263,1266
20021,10,2019,1,"Cherokee County, Kansas",353,4527,4497,4495
20021,10,2019,2,"Cherokee County, Kansas",353,4598,4656,4640
20021,10,2019,3,"Cherokee County, Kansas",352,4724,4690,4673
20021,10,2019,4,"Cherokee County, Kansas",351,4641,4599,4628
20037,10,2019,1,"Crawford County, Kansas",972,17055,17009,17006
20037,10,2019,2,"Crawford County, Kansas",961,17198,17204,17168
20037,10,2019,3,"Crawford County, Kansas",963,16733,16739,16936
20037,10,2019,4,"Crawford County, Kansas",974,17336,17529,17443
20037,10,2019,1,"Crawford County, Kansas",17,82,82,81
20037,10,2019,2,"Crawford County, Kansas",17,84,82,85
20037,10,2019,3,"Crawford County, Kansas",17,81,89,83
20037,10,2019,4,"Crawford County, Kansas",17,87,82,83
20037,10,2019,1,"Crawford County, Kansas",18,1235,1076,1071
20037,10,2019,2,"Crawford County, Kansas",18,1073,1080,1070
20037,10,2019,3,"Crawford County, Kansas",18,1037,1078,1079
20037,10,2019,4,"Crawford County, Kansas",18,1078,1075,1075
20037,10,2019,1,"Crawford County, Kansas",36,3070,3063,3093
20037,10,2019,2,"Crawford County, Kansas",36,3139,3187,3224
20037,10,2019,3,"Crawford County, Kansas",36,2921,2886,3050
20037,10,2019,4,"Crawford County, Kansas",36,3141,3175,3116
20037,10,2019,1,"Crawford County, Kansas",901,12668,12788,12761
20037,10,2019,2,"Crawford County, Kansas",890,12902,12855,12789
20037,10,2019,3,"Crawford County, Kansas",892,12694,12686,12724
20037,10,2019,4,"Crawford County, Kansas",903,13030,13197,13169
20043,10,2019,1,"Doniphan County, Kansas",197,2145,2256,2344
20043,10,2019,2,"Doniphan County, Kansas",202,2209,2370,2223
20043,10,2019,3,"Doniphan County, Kansas",199,2228,2207,2244
20043,10,2019,4,"Doniphan County, Kansas",200,2391,2335,2444
20043,10,2019,1,"Doniphan County, Kansas",11,34,36,34
20043,10,2019,2,"Doniphan County, Kansas",11,36,33,25
20043,10,2019,3,"Doniphan County, Kansas",11,24,26,29
20043,10,2019,4,"Doniphan County, Kansas",10,25,28,23
20043,10,2019,1,"Doniphan County, Kansas",5,13,14,12
20043,10,2019,2,"Doniphan County, Kansas",5,12,14,13
20043,10,2019,3,"Doniphan County, Kansas",5,12,13,13
20043,10,2019,4,"Doniphan County, Kansas",5,14,14,14
20043,10,2019,1,"Doniphan County, Kansas",21,732,852,927
20043,10,2019,2,"Doniphan County, Kansas",22,808,937,800
20043,10,2019,3,"Doniphan County, Kansas",22,780,755,825
20043,10,2019,4,"Doniphan County, Kansas",22,969,889,973
20043,10,2019,1,"Doniphan County, Kansas",160,1366,1354,1371
20043,10,2019,2,"Doniphan County, Kansas",164,1353,1386,1385
20043,10,2019,3,"Doniphan County, Kansas",161,1412,1413,1377
20043,10,2019,4,"Doniphan County, Kansas",163,1383,1404,1434
20091,10,2019,1,"Johnson County, Kansas",23210,346556,345689,345849
20091,10,2019,2,"Johnson County, Kansas",23098,351649,353077,356488
20091,10,2019,3,"Johnson County, Kansas",23501,355936,357171,353227
20091,10,2019,4,"Johnson County, Kansas",23969,356642,358486,361202
20091,10,2019,1,"Johnson County, Kansas",43,2433,2532,2525
20091,10,2019,2,"Johnson County, Kansas",43,2547,2522,2538
20091,10,2019,3,"Johnson County, Kansas",43,2546,2580,2575
20091,10,2019,4,"Johnson County, Kansas",43,2582,2596,2615
20091,10,2019,1,"Johnson County, Kansas",38,1070,1071,1069
20091,10,2019,2,"Johnson County, Kansas",38,1066,1069,1053
20091,10,2019,3,"Johnson County, Kansas",37,1027,1092,1084
20091,10,2019,4,"Johnson County, Kansas",36,1090,1091,1086
20091,10,2019,1,"Johnson County, Kansas",43,26805,27648,27829
20091,10,2019,2,"Johnson County, Kansas",43,28104,28722,28054
20091,10,2019,3,"Johnson County, Kansas",43,26450,27250,28140
20091,10,2019,4,"Johnson County, Kansas",43,28344,28068,28461
20091,10,2019,1,"Johnson County, Kansas",23086,316248,314438,314426
20091,10,2019,2,"Johnson County, Kansas",22974,319932,320764,324843
20091,10,2019,3,"Johnson County, Kansas",23378,325913,326249,321428
20091,10,2019,4,"Johnson County, Kansas",23847,324626,326731,329040
20103,10,2019,1,"Leavenworth County, Kansas",1375,20606,20572,20721
20103,10,2019,2,"Leavenworth County, Kansas",1359,21015,21249,21096
20103,10,2019,3,"Leavenworth County, Kansas",1372,20770,20881,21296
20103,10,2019,4,"Leavenworth County, Kansas",1400,21350,20908,20888
20103,10,2019,1,"Leavenworth County, Kansas",35,4187,4181,4180
20103,10,2019,2,"Leavenworth County, Kansas",35,4185,4203,4185
20103,10,2019,3,"Leavenworth County, Kansas",35,4229,4230,4219
20103,10,2019,4,"Leavenworth County, Kansas",35,4218,4195,4177
20103,10,2019,1,"Leavenworth County, Kansas",14,656,656,651
20103,10,2019,2,"Leavenworth County, Kansas",14,650,642,628
20103,10,2019,3,"Leavenworth County, Kansas",14,628,642,633
20103,10,2019,4,"Leavenworth County, Kansas",14,637,626,624
20103,10,2019,1,"Leavenworth County, Kansas",32,3414,3436,3452
20103,10,2019,2,"Leavenworth County, Kansas",32,3466,3484,3350
20103,10,2019,3,"Leavenworth County, Kansas",32,2994,3174,3431
20103,10,2019,4,"Leavenworth County, Kansas",32,3501,3505,3513
20103,10,2019,1,"Leavenworth County, Kansas",1294,12349,12299,12438
20103,10,2019,2,"Leavenworth County, Kansas",1278,12714,12920,12933
20103,10,2019,3,"Leavenworth County, Kansas",1291,12919,12835,13013
20103,10,2019,4,"Leavenworth County, Kansas",1319,12994,12582,12574
20107,10,2019,1,"Linn County, Kansas",243,1994,1984,1994
20107,10,2019,2,"Linn County, Kansas",238,2016,2045,2077
20107,10,2019,3,"Linn County, Kansas",240,1868,1876,1967
20107,10,2019,4,"Linn County, Kansas",243,1998,1994,2017
20107,10,2019,1,"Linn County, Kansas",10,38,43,42
20107,10,2019,2,"Linn County, Kansas",10,44,41,43
20107,10,2019,3,"Linn County, Kansas",10,43,49,49
20107,10,2019,4,"Linn County, Kansas",10,39,42,42
20107,10,2019,1,"Linn County, Kansas",6,26,26,27
20107,10,2019,2,"Linn County, Kansas",6,27,27,27
20107,10,2019,3,"Linn County, Kansas",6,28,28,29
20107,10,2019,4,"Linn County, Kansas",6,28,27,27
20107,10,2019,1,"Linn County, Kansas",26,683,685,692
20107,10,2019,2,"Linn County, Kansas",26,696,714,721
20107,10,2019,3,"Linn County, Kansas",26,521,531,670
20107,10,2019,4,"Linn County, Kansas",26,716,712,723
20107,10,2019,1,"Linn County, Kansas",201,1247,1230,1233
20107,10,2019,2,"Linn County, Kansas",196,1249,1263,1286
20107,10,2019,3,"Linn County, Kansas",198,1276,1268,1219
20107,10,2019,4,"Linn County, Kansas",201,1215,1213,1225
20121,10,2019,1,"Miami County, Kansas",806,8409,8364,8333
20121,10,2019,2,"Miami County, Kansas",810,8669,8720,8797
20121,10,2019,3,"Miami County, Kansas",817,8394,8533,8693
20121,10,2019,4,"Miami County, Kansas",818,8780,8730,8583
20121,10,2019,1,"Miami County, Kansas",13,69,75,73
20121,10,2019,2,"Miami County, Kansas",13,77,75,78
20121,10,2019,3,"Miami County, Kansas",13,71,76,76
20121,10,2019,4,"Miami County, Kansas",13,75,66,68
20121,10,2019,1,"Miami County, Kansas",15,498,492,485
20121,10,2019,2,"Miami County, Kansas",15,494,497,502
20121,10,2019,3,"Miami County, Kansas",14,501,498,473
20121,10,2019,4,"Miami County, Kansas",14,490,493,493
20121,10,2019,1,"Miami County, Kansas",19,1701,1727,1743
20121,10,2019,2,"Miami County, Kansas",18,1751,1770,1869
20121,10,2019,3,"Miami County, Kansas",18,1517,1563,1722
20121,10,2019,4,"Miami County, Kansas",17,1780,1774,1772
20121,10,2019,1,"Miami County, Kansas",759,6141,6070,6032
20121,10,2019,2,"Miami County, Kansas",764,6347,6378,6348
20121,10,2019,3,"Miami County, Kansas",772,6305,6396,6422
20121,10,2019,4,"Miami County, Kansas",774,6435,6397,6250
20209,10,2019,1,"Wyandotte County, Kansas",3410,89543,89305,89535
20209,10,2019,2,"Wyandotte County, Kansas",3409,90013,90899,90126
20209,10,2019,3,"Wyandotte County, Kansas",3431,88394,91240,91605
20209,10,2019,4,"Wyandotte County, Kansas",3478,89786,92666,92399
20209,10,2019,1,"Wyandotte County, Kansas",28,1206,1225,1220
20209,10,2019,2,"Wyandotte County, Kansas",28,1221,1231,1222
20209,10,2019,3,"Wyandotte County, Kansas",28,1227,1225,1215
20209,10,2019,4,"Wyandotte County, Kansas",27,1226,1209,1252
20209,10,2019,1,"Wyandotte County, Kansas",22,4905,4944,4950
20209,10,2019,2,"Wyandotte County, Kansas",22,4944,4945,5021
20209,10,2019,3,"Wyandotte County, Kansas",21,5124,5066,5068
20209,10,2019,4,"Wyandotte County, Kansas",21,5131,5176,5150
20209,10,2019,1,"Wyandotte County, Kansas",19,9318,9373,9372
20209,10,2019,2,"Wyandotte County, Kansas",19,9351,9393,9209
20209,10,2019,3,"Wyandotte County, Kansas",19,8603,9041,9520
20209,10,2019,4,"Wyandotte County, Kansas",19,9438,9307,9292
20209,10,2019,1,"Wyandotte County, Kansas",3341,74114,73763,73993
20209,10,2019,2,"Wyandotte County, Kansas",3340,74497,75330,74674
20209,10,2019,3,"Wyandotte County, Kansas",3363,73440,75908,75802
20209,10,2019,4,"Wyandotte County, Kansas",3411,73991,76974,76705
29003,10,2019,1,"Andrew County, Missouri",428,2440,2447,2482
29003,10,2019,2,"Andrew County, Missouri",440,2613,2648,2665
29003,10,2019,3,"Andrew County, Missouri",441,2473,2530,2658
29003,10,2019,4,"Andrew County, Missouri",453,2701,2647,2681
29003,10,2019,1,"Andrew County, Missouri",9,31,37,33
29003,10,2019,2,"Andrew County, Missouri",9,35,36,34
29003,10,2019,3,"Andrew County, Missouri",9,35,34,34
29003,10,2019,4,"Andrew County, Missouri",10,36,33,34
29003,10,2019,1,"Andrew County, Missouri",4,27,27,25
29003,10,2019,2,"Andrew County, Missouri",4,24,24,24
29003,10,2019,3,"Andrew County, Missouri",4,25,24,25
29003,10,2019,4,"Andrew County, Missouri",4,24,28,28
29003,10,2019,1,"Andrew County, Missouri",40,670,696,697
29003,10,2019,2,"Andrew County, Missouri",40,747,774,776
29003,10,2019,3,"Andrew County, Missouri",40,517,621,713
29003,10,2019,4,"Andrew County, Missouri",40,732,742,736
29003,10,2019,1,"Andrew County, Missouri",375,1712,1687,1727
29003,10,2019,2,"Andrew County, Missouri",387,1807,1814,1831
29003,10,2019,3,"Andrew County, Missouri",388,1896,1851,1886
29003,10,2019,4,"Andrew County, Missouri",399,1909,1844,1883
29011,10,2019,1,"Barton County, Missouri",323,3286,3227,3196
29011,10,2019,2,"Barton County, Missouri",320,3295,3351,3279
29011,10,2019,3,"Barton County, Missouri",327,3053,3085,3275
29011,10,2019,4,"Barton County, Missouri",331,3252,3261,3240
29011,10,2019,1,"Barton County, Missouri",6,34,39,36
29011,10,2019,2,"Barton County, Missouri",6,38,41,40
29011,10,2019,3,"Barton County, Missouri",7,39,42,39
29011,10,2019,4,"Barton County, Missouri",7,40,37,39
29011,10,2019,1,"Barton County, Missouri",5,49,47,48
29011,10,2019,2,"Barton County, Missouri",5,49,49,49
29011,10,2019,3,"Barton County, Missouri",5,50,50,47
29011,10,2019,4,"Barton County, Missouri",5,48,52,52
29011,10,2019,1,"Barton County, Missouri",33,586,582,560
29011,10,2019,2,"Barton County, Missouri",33,589,601,584
29011,10,2019,3,"Barton County, Missouri",33,341,382,561
29011,10,2019,4,"Barton County, Missouri",33,584,575,581
29011,10,2019,1,"Barton County, Missouri",279,2617,2559,2552
29011,10,2019,2,"Barton County, Missouri",276,2619,2660,2606
29011,10,2019,3,"Barton County, Missouri",282,2623,2611,2628
29011,10,2019,4,"Barton County, Missouri",286,2580,2597,2568
29013,10,2019,1,"Bates County, Missouri",460,3621,3625,3632
29013,10,2019,2,"Bates County, Missouri",454,3721,3692,3722
29013,10,2019,3,"Bates County, Missouri",456,3282,3376,3604
29013,10,2019,4,"Bates County, Missouri",455,3664,3646,3650
29013,10,2019,1,"Bates County, Missouri",11,50,57,54
29013,10,2019,2,"Bates County, Missouri",11,58,56,60
29013,10,2019,3,"Bates County, Missouri",12,55,57,57
29013,10,2019,4,"Bates County, Missouri",12,54,51,51
29013,10,2019,1,"Bates County, Missouri",8,74,74,75
29013,10,2019,2,"Bates County, Missouri",8,76,75,72
29013,10,2019,3,"Bates County, Missouri",7,75,74,70
29013,10,2019,4,"Bates County, Missouri",7,69,70,70
29013,10,2019,1,"Bates County, Missouri",52,1057,1043,1037
29013,10,2019,2,"Bates County, Missouri",52,1053,1071,1099
29013,10,2019,3,"Bates County, Missouri",52,717,764,1038
29013,10,2019,4,"Bates County, Missouri",52,1066,1080,1088
29013,10,2019,1,"Bates County, Missouri",389,2440,2451,2466
29013,10,2019,2,"Bates County, Missouri",383,2534,2490,2491
29013,10,2019,3,"Bates County, Missouri",385,2435,2481,2439
29013,10,2019,4,"Bates County, Missouri",384,2475,2445,2441
29021,10,2019,1,"Buchanan County, Missouri",2418,46347,46402,46539
29021,10,2019,2,"Buchanan County, Missouri",2422,47233,46990,47357
29021,10,2019,3,"Buchanan County, Missouri",2431,46978,46854,46978
29021,10,2019,4,"Buchanan County, Missouri",2441,47287,47533,47560
29021,10,2019,1,"Buchanan County, Missouri",17,525,519,514
29021,10,2019,2,"Buchanan County, Missouri",17,487,488,485
29021,10,2019,3,"Buchanan County, Missouri",18,461,457,456
29021,10,2019,4,"Buchanan County, Missouri",18,474,480,481
29021,10,2019,1,"Buchanan County, Missouri",28,2213,2332,2345
29021,10,2019,2,"Buchanan County, Missouri",28,2337,2336,2242
29021,10,2019,3,"Buchanan County, Missouri",29,2257,2294,2371
29021,10,2019,4,"Buchanan County, Missouri",28,2367,2359,2358
29021,10,2019,1,"Buchanan County, Missouri",72,3282,3277,3263
29021,10,2019,2,"Buchanan County, Missouri",71,3309,3281,3319
29021,10,2019,3,"Buchanan County, Missouri",72,3014,2939,3184
29021,10,2019,4,"Buchanan County, Missouri",72,3248,3282,3291
29021,10,2019,1,"Buchanan County, Missouri",2301,40327,40274,40417
29021,10,2019,2,"Buchanan County, Missouri",2306,41100,40885,41311
29021,10,2019,3,"Buchanan County, Missouri",2312,41246,41164,40967
29021,10,2019,4,"Buchanan County, Missouri",2323,41198,41412,41430
29037,10,2019,1,"Cass County, Missouri",2230,26426,26529,26751
29037,10,2019,2,"Cass County, Missouri",2251,27340,27640,27512
29037,10,2019,3,"Cass County, Missouri",2259,25152,26835,27297
29037,10,2019,4,"Cass County, Missouri",2279,27718,27630,27508
29037,10,2019,1,"Cass County, Missouri",23,260,273,272
29037,10,2019,2,"Cass County, Missouri",24,275,271,278
29037,10,2019,3,"Cass County, Missouri",24,274,287,286
29037,10,2019,4,"Cass County, Missouri",24,292,284,281
29037,10,2019,1,"Cass County, Missouri",10,158,158,157
29037,10,2019,2,"Cass County, Missouri",10,157,155,155
29037,10,2019,3,"Cass County, Missouri",9,153,151,153
29037,10,2019,4,"Cass County, Missouri",9,163,165,162
29037,10,2019,1,"Cass County, Missouri",120,4617,4627,4652
29037,10,2019,2,"Cass County, Missouri",120,4693,4715,4808
29037,10,2019,3,"Cass County, Missouri",120,2815,3744,4546
29037,10,2019,4,"Cass County, Missouri",120,4572,4561,4626
29037,10,2019,1,"Cass County, Missouri",2077,21391,21471,21670
29037,10,2019,2,"Cass County, Missouri",2097,22215,22499,22271
29037,10,2019,3,"Cass County, Missouri",2106,21910,22653,22312
29037,10,2019,4,"Cass County, Missouri",2126,22691,22620,22439
29039,10,2019,1,"Cedar County, Missouri",360,3082,3086,3128
29039,10,2019,2,"Cedar County, Missouri",357,3226,3211,3223
29039,10,2019,3,"Cedar County, Missouri",361,3071,3062,3257
29039,10,2019,4,"Cedar County, Missouri",364,3224,3191,3231
29039,10,2019,1,"Cedar County, Missouri",7,63,67,61
29039,10,2019,2,"Cedar County, Missouri",7,65,67,65
29039,10,2019,3,"Cedar County, Missouri",8,68,71,71
29039,10,2019,4,"Cedar County, Missouri",8,62,62,63
29039,10,2019,1,"Cedar County, Missouri",8,251,252,260
29039,10,2019,2,"Cedar County, Missouri",8,260,261,261
29039,10,2019,3,"Cedar County, Missouri",8,255,257,259
29039,10,2019,4,"Cedar County, Missouri",8,256,260,252
29039,10,2019,1,"Cedar County, Missouri",28,686,685,695
29039,10,2019,2,"Cedar County, Missouri",28,698,693,706
29039,10,2019,3,"Cedar County, Missouri",28,588,561,741
29039,10,2019,4,"Cedar County, Missouri",28,742,750,758
29039,10,2019,1,"Cedar County, Missouri",317,2082,2082,2112
29039,10,2019,2,"Cedar County, Missouri",314,2203,2190,2191
29039,10,2019,3,"Cedar County, Missouri",317,2160,2173,2186
29039,10,2019,4,"Cedar County, Missouri",320,2164,2119,2158
29047,10,2019,1,"Clay County, Missouri",5759,102538,102318,102618
29047,10,2019,2,"Clay County, Missouri",5803,104756,105290,106049
29047,10,2019,3,"Clay County, Missouri",5842,104267,104780,105342
29047,10,2019,4,"Clay County, Missouri",5919,105780,105543,105615
29047,10,2019,1,"Clay County, Missouri",31,1272,1286,1288
29047,10,2019,2,"Clay County, Missouri",31,1305,1302,1312
29047,10,2019,3,"Clay County, Missouri",31,1304,1315,1317
29047,10,2019,4,"Clay County, Missouri",31,1311,1311,1308
29047,10,2019,1,"Clay County, Missouri",17,648,636,630
29047,10,2019,2,"Clay County, Missouri",17,622,630,650
29047,10,2019,3,"Clay County, Missouri",18,668,668,667
29047,10,2019,4,"Clay County, Missouri",16,667,658,657
29047,10,2019,1,"Clay County, Missouri",205,14039,14196,14199
29047,10,2019,2,"Clay County, Missouri",204,14307,14237,14283
29047,10,2019,3,"Clay County, Missouri",204,12719,13100,14333
29047,10,2019,4,"Clay County, Missouri",204,14357,14405,14306
29047,10,2019,1,"Clay County, Missouri",5506,86579,86200,86501
29047,10,2019,2,"Clay County, Missouri",5551,88522,89121,89804
29047,10,2019,3,"Clay County, Missouri",5589,89576,89697,89025
29047,10,2019,4,"Clay County, Missouri",5668,89445,89169,89344
29095,10,2019,1,"Jackson County, Missouri",22151,369110,368889,371432
29095,10,2019,2,"Jackson County, Missouri",22329,375375,376276,379086
29095,10,2019,3,"Jackson County, Missouri",22569,371632,373601,375487
29095,10,2019,4,"Jackson County, Missouri",22835,379134,378300,377881
29095,10,2019,1,"Jackson County, Missouri",98,15808,16726,17104
29095,10,2019,2,"Jackson County, Missouri",98,17333,17211,17187
29095,10,2019,3,"Jackson County, Missouri",98,17000,16746,16580
29095,10,2019,4,"Jackson County, Missouri",98,16620,16837,16671
29095,10,2019,1,"Jackson County, Missouri",41,6199,6279,6233
29095,10,2019,2,"Jackson County, Missouri",41,6245,6276,6005
29095,10,2019,3,"Jackson County, Missouri",42,6034,5944,6264
29095,10,2019,4,"Jackson County, Missouri",40,6319,6309,6301
29095,10,2019,1,"Jackson County, Missouri",435,34400,34918,35001
29095,10,2019,2,"Jackson County, Missouri",436,35086,34793,35260
29095,10,2019,3,"Jackson County, Missouri",430,28102,30773,34991
29095,10,2019,4,"Jackson County, Missouri",426,35263,35337,35212
29095,10,2019,1,"Jackson County, Missouri",21577,312703,310966,313094
29095,10,2019,2,"Jackson County, Missouri",21754,316711,317996,320634
29095,10,2019,3,"Jackson County, Missouri",21999,320496,320138,317652
29095,10,2019,4,"Jackson County, Missouri",22271,320932,319817,319697
29097,10,2019,1,"Jasper County, Missouri",3335,58211,58134,58306
29097,10,2019,2,"Jasper County, Missouri",3331,58529,58600,58494
29097,10,2019,3,"Jasper County, Missouri",3357,56818,57588,58652
29097,10,2019,4,"Jasper County, Missouri",3407,58898,59413,59249
29097,10,2019,1,"Jasper County, Missouri",28,278,281,285
29097,10,2019,2,"Jasper County, Missouri",28,287,290,287
29097,10,2019,3,"Jasper County, Missouri",28,284,300,295
29097,10,2019,4,"Jasper County, Missouri",28,292,281,281
29097,10,2019,1,"Jasper County, Missouri",20,1117,1233,1244
29097,10,2019,2,"Jasper County, Missouri",20,1240,1261,1150
29097,10,2019,3,"Jasper County, Missouri",21,1136,1113,1243
29097,10,2019,4,"Jasper County, Missouri",20,1264,1264,1256
29097,10,2019,1,"Jasper County, Missouri",116,5207,5210,5225
29097,10,2019,2,"Jasper County, Missouri",116,5239,5374,5364
29097,10,2019,3,"Jasper County, Missouri",118,3660,4088,5226
29097,10,2019,4,"Jasper County, Missouri",118,5288,5298,5289
29097,10,2019,1,"Jasper County, Missouri",3171,51609,51410,51552
29097,10,2019,2,"Jasper County, Missouri",3167,51763,51675,51693
29097,10,2019,3,"Jasper County, Missouri",3190,51738,52087,51888
29097,10,2019,4,"Jasper County, Missouri",3241,52054,52570,52423
29145,10,2019,1,"Newton County, Missouri",1354,20238,20397,20554
29145,10,2019,2,"Newton County, Missouri",1342,20590,20693,20346
29145,10,2019,3,"Newton County, Missouri",1347,19172,19596,20399
29145,10,2019,4,"Newton County, Missouri",1401,20692,20672,20616
29145,10,2019,1,"Newton County, Missouri",18,154,155,149
29145,10,2019,2,"Newton County, Missouri",18,154,155,158
29145,10,2019,3,"Newton County, Missouri",19,157,162,163
29145,10,2019,4,"Newton County, Missouri",19,162,157,159
29145,10,2019,1,"Newton County, Missouri",8,106,104,104
29145,10,2019,2,"Newton County, Missouri",8,97,97,98
29145,10,2019,3,"Newton County, Missouri",8,107,105,107
29145,10,2019,4,"Newton County, Missouri",8,104,113,107
29145,10,2019,1,"Newton County, Missouri",65,2346,2583,2580
29145,10,2019,2,"Newton County, Missouri",64,2612,2619,2284
29145,10,2019,3,"Newton County, Missouri",64,1235,1529,2401
29145,10,2019,4,"Newton County, Missouri",65,2582,2562,2559
29145,10,2019,1,"Newton County, Missouri",1263,17632,17555,17721
29145,10,2019,2,"Newton County, Missouri",1252,17727,17822,17806
29145,10,2019,3,"Newton County, Missouri",1256,17673,17800,17728
29145,10,2019,4,"Newton County, Missouri",1309,17844,17840,17791
29165,10,2019,1,"Platte County, Missouri",2702,47808,47707,47483
29165,10,2019,2,"Platte County, Missouri",2742,48351,48603,48633
29165,10,2019,3,"Platte County, Missouri",2772,47354,48417,48399
29165,10,2019,4,"Platte County, Missouri",2788,48340,48813,48799
29165,10,2019,1,"Platte County, Missouri",25,656,658,665
29165,10,2019,2,"Platte County, Missouri",25,665,665,670
29165,10,2019,3,"Platte County, Missouri",25,665,685,688
29165,10,2019,4,"Platte County, Missouri",25,682,680,665
29165,10,2019,1,"Platte County, Missouri",8,65,61,62
29165,10,2019,2,"Platte County, Missouri",8,64,70,69
29165,10,2019,3,"Platte County, Missouri",9,70,71,71
29165,10,2019,4,"Platte County, Missouri",9,73,71,67
29165,10,2019,1,"Platte County, Missouri",83,3975,3999,4007
29165,10,2019,2,"Platte County, Missouri",85,4037,4032,3934
29165,10,2019,3,"Platte County, Missouri",85,3187,3821,4075
29165,10,2019,4,"Platte County, Missouri",85,4171,4174,4161
29165,10,2019,1,"Platte County, Missouri",2586,43112,42989,42749
29165,10,2019,2,"Platte County, Missouri",2624,43585,43836,43960
29165,10,2019,3,"Platte County, Missouri",2653,43432,43840,43565
29165,10,2019,4,"Platte County, Missouri",2669,43414,43888,43906
29217,10,2019,1,"Vernon County, Missouri",658,6823,6846,6882
29217,10,2019,2,"Vernon County, Missouri",657,6935,6945,6909
29217,10,2019,3,"Vernon County, Missouri",664,6399,6468,6740
29217,10,2019,4,"Vernon County, Missouri",678,6842,6815,6838
29217,10,2019,1,"Vernon County, Missouri",17,84,91,91
29217,10,2019,2,"Vernon County, Missouri",17,90,91,94
29217,10,2019,3,"Vernon County, Missouri",18,87,93,93
29217,10,2019,4,"Vernon County, Missouri",18,92,93,88
29217,10,2019,1,"Vernon County, Missouri",18,145,147,148
29217,10,2019,2,"Vernon County, Missouri",18,147,147,146
29217,10,2019,3,"Vernon County, Missouri",19,146,147,146
29217,10,2019,4,"Vernon County, Missouri",17,146,147,147
29217,10,2019,1,"Vernon County, Missouri",63,1280,1294,1302
29217,10,2019,2,"Vernon County, Missouri",63,1330,1316,1336
29217,10,2019,3,"Vernon County, Missouri",63,883,944,1246
29217,10,2019,4,"Vernon County, Missouri",63,1257,1261,1260
29217,10,2019,1,"Vernon County, Missouri",560,5314,5314,5341
29217,10,2019,2,"Vernon County, Missouri",559,5368,5391,5333
29217,10,2019,3,"Vernon County, Missouri",564,5283,5284,5255
29217,10,2019,4,"Vernon County, Missouri",580,5347,5314,5343
20005,10,2018,1,"Atchison County, Kansas",394,5506,5585,5602
20005,10,2018,2,"Atchison County, Kansas",390,5633,5567,5683
20005,10,2018,3,"Atchison County, Kansas",395,5439,5535,5763
20005,10,2018,4,"Atchison County, Kansas",398,5736,5726,5704
20005,10,2018,1,"Atchison County, Kansas",8,47,44,46
20005,10,2018,2,"Atchison County, Kansas",8,43,43,41
20005,10,2018,3,"Atchison County, Kansas",8,48,45,41
20005,10,2018,4,"Atchison County, Kansas",9,41,45,46
20005,10,2018,1,"Atchison County, Kansas",14,47,47,47
20005,10,2018,2,"Atchison County, Kansas",14,46,47,47
20005,10,2018,3,"Atchison County, Kansas",12,50,48,49
