area_fips,year,qtr,ltd_total_qtrly_wages,ltd_taxable_qtrly_wages,ltd_qtrly_contributions,ltd_avg_wkly_wage,own_title,month,date,year_decimal,emplvl_limited,state,min_wage,all_total_qtrly_wages,all_taxable_qtrly_wages,all_qtrly_contributions,all_avg_wkly_wage,emplvl_all
29011,2013,3,608755,511919,4611,175,Private,3,9/1/2013,2013.666667,266,MO,7.35,15459083,4605536,83398,477,2470
29011,2013,4,575007,398734,3588,188,Private,1,10/1/2013,2013.75,241,MO,7.35,15590396,3192583,63261,495,2429
29011,2013,4,575007,398734,3588,188,Private,2,11/1/2013,2013.833333,236,MO,7.35,15590396,3192583,63261,495,2422
29011,2013,4,575007,398734,3588,188,Private,3,12/1/2013,2013.916667,228,MO,7.35,15590396,3192583,63261,495,2420
29013,2013,1,305020,303089,1916,186,Private,1,1/1/2013,2013,128,MO,7.35,13937433,12099447,227940,471,2290
29013,2013,1,305020,303089,1916,186,Private,2,2/1/2013,2013.083333,121,MO,7.35,13937433,12099447,227940,471,2257
29013,2013,1,305020,303089,1916,186,Private,3,3/1/2013,2013.166667,129,MO,7.35,13937433,12099447,227940,471,2275
29013,2013,2,333325,307223,1908,167,Private,1,4/1/2013,2013.25,149,MO,7.35,14645057,7440211,140782,474,2341
29013,2013,2,333325,307223,1908,167,Private,2,5/1/2013,2013.333333,151,MO,7.35,14645057,7440211,140782,474,2395
29013,2013,2,333325,307223,1908,167,Private,3,6/1/2013,2013.416667,160,MO,7.35,14645057,7440211,140782,474,2401
29013,2013,3,389833,334238,2194,191,Private,1,7/1/2013,2013.5,159,MO,7.35,15078462,4588648,85900,490,2353
29013,2013,3,389833,334238,2194,191,Private,2,8/1/2013,2013.583333,157,MO,7.35,15078462,4588648,85900,490,2391
29013,2013,3,389833,334238,2194,191,Private,3,9/1/2013,2013.666667,155,MO,7.35,15078462,4588648,85900,490,2363
29013,2013,4,360847,250231,1760,189,Private,1,10/1/2013,2013.75,150,MO,7.35,16065513,3223511,63276,526,2337
29013,2013,4,360847,250231,1760,189,Private,2,11/1/2013,2013.833333,147,MO,7.35,16065513,3223511,63276,526,2366
29013,2013,4,360847,250231,1760,189,Private,3,12/1/2013,2013.916667,144,MO,7.35,16065513,3223511,63276,526,2352
29021,2013,1,3906910,3771976,39930,211,Private,1,1/1/2013,2013,1407,MO,7.35,389845840,247836026,5127760,755,39768
29021,2013,1,3906910,3771976,39930,211,Private,2,2/1/2013,2013.083333,1433,MO,7.35,389845840,247836026,5127760,755,39630
29021,2013,1,3906910,3771976,39930,211,Private,3,3/1/2013,2013.166667,1436,MO,7.35,389845840,247836026,5127760,755,39813
29021,2013,2,4194121,3607464,41634,214,Private,1,4/1/2013,2013.25,1475,MO,7.35,378365264,110780066,2398319,719,40244
29021,2013,2,4194121,3607464,41634,214,Private,2,5/1/2013,2013.333333,1506,MO,7.35,378365264,110780066,2398319,719,40507
29021,2013,2,4194121,3607464,41634,214,Private,3,6/1/2013,2013.416667,1534,MO,7.35,378365264,110780066,2398319,719,40698
29021,2013,3,4457303,3349385,39903,226,Private,1,7/1/2013,2013.5,1531,MO,7.35,383835517,58042793,1261061,735,40052
29021,2013,3,4457303,3349385,39903,226,Private,2,8/1/2013,2013.583333,1544,MO,7.35,383835517,58042793,1261061,735,40352
29021,2013,3,4457303,3349385,39903,226,Private,3,9/1/2013,2013.666667,1480,MO,7.35,383835517,58042793,1261061,735,40170
29021,2013,4,4488164,2679541,32443,238,Private,1,10/1/2013,2013.75,1464,MO,7.35,407422941,45434391,1006893,779,40091
29021,2013,4,4488164,2679541,32443,238,Private,2,11/1/2013,2013.833333,1466,MO,7.35,407422941,45434391,1006893,779,40364
29021,2013,4,4488164,2679541,32443,238,Private,3,12/1/2013,2013.916667,1427,MO,7.35,407422941,45434391,1006893,779,40240
29037,2013,1,2915083,2822470,29790,227,Private,1,1/1/2013,2013,978,MO,7.35,128076904,105832447,2290993,559,17474
29037,2013,1,2915083,2822470,29790,227,Private,2,2/1/2013,2013.083333,980,MO,7.35,128076904,105832447,2290993,559,17719
29037,2013,1,2915083,2822470,29790,227,Private,3,3/1/2013,2013.166667,999,MO,7.35,128076904,105832447,2290993,559,17652
29037,2013,2,3107751,2562848,26886,226,Private,1,4/1/2013,2013.25,1030,MO,7.35,135121970,63914277,1416613,563,18199
29037,2013,2,3107751,2562848,26886,226,Private,2,5/1/2013,2013.333333,1056,MO,7.35,135121970,63914277,1416613,563,18592
29037,2013,2,3107751,2562848,26886,226,Private,3,6/1/2013,2013.416667,1089,MO,7.35,135121970,63914277,1416613,563,18575
29037,2013,3,3388335,2321416,26597,249,Private,1,7/1/2013,2013.5,1084,MO,7.35,140306794,38613415,887602,570,18821
29037,2013,3,3388335,2321416,26597,249,Private,2,8/1/2013,2013.583333,1043,MO,7.35,140306794,38613415,887602,570,19001
29037,2013,3,3388335,2321416,26597,249,Private,3,9/1/2013,2013.666667,1010,MO,7.35,140306794,38613415,887602,570,18937
29037,2013,4,3189878,1765169,24058,237,Private,1,10/1/2013,2013.75,1044,MO,7.35,151435168,29259795,711564,614,18981
29037,2013,4,3189878,1765169,24058,237,Private,2,11/1/2013,2013.833333,1029,MO,7.35,151435168,29259795,711564,614,18985
29037,2013,4,3189878,1765169,24058,237,Private,3,12/1/2013,2013.916667,1032,MO,7.35,151435168,29259795,711564,614,18906
29047,2013,1,9779197,9480494,126903,243,Private,1,1/1/2013,2013,3122,MO,7.35,815798969,541264896,12055751,883,70633
29047,2013,1,9779197,9480494,126903,243,Private,2,2/1/2013,2013.083333,3055,MO,7.35,815798969,541264896,12055751,883,70721
29047,2013,1,9779197,9480494,126903,243,Private,3,3/1/2013,2013.166667,3108,MO,7.35,815798969,541264896,12055751,883,71741
29047,2013,2,9816494,8207162,107541,234,Private,1,4/1/2013,2013.25,3185,MO,7.35,812633584,216473277,4684747,838,73406
29047,2013,2,9816494,8207162,107541,234,Private,2,5/1/2013,2013.333333,3215,MO,7.35,812633584,216473277,4684747,838,74439
29047,2013,2,9816494,8207162,107541,234,Private,3,6/1/2013,2013.416667,3261,MO,7.35,812633584,216473277,4684747,838,75838
29047,2013,3,10949796,7732354,102825,254,Private,1,7/1/2013,2013.5,3324,MO,7.35,822282178,135175229,3091109,839,73733
29047,2013,3,10949796,7732354,102825,254,Private,2,8/1/2013,2013.583333,3360,MO,7.35,822282178,135175229,3091109,839,76496
29047,2013,3,10949796,7732354,102825,254,Private,3,9/1/2013,2013.666667,3259,MO,7.35,822282178,135175229,3091109,839,75812
29047,2013,4,10220330,5939799,83606,245,Private,1,10/1/2013,2013.75,3245,MO,7.35,893859259,104891804,2575436,906,76244
29047,2013,4,10220330,5939799,83606,245,Private,2,11/1/2013,2013.833333,3175,MO,7.35,893859259,104891804,2575436,906,75513
29047,2013,4,10220330,5939799,83606,245,Private,3,12/1/2013,2013.916667,3214,MO,7.35,893859259,104891804,2575436,906,75911
29095,2013,1,32609987,31619226,438556,248,Private,1,1/1/2013,2013,10042,MO,7.35,3652513710,2101998400,44372449,988,282892
29095,2013,1,32609987,31619226,438556,248,Private,2,2/1/2013,2013.083333,10073,MO,7.35,3652513710,2101998400,44372449,988,284368
29095,2013,1,32609987,31619226,438556,248,Private,3,3/1/2013,2013.166667,10185,MO,7.35,3652513710,2101998400,44372449,988,285824
29095,2013,2,34151563,28287268,390551,248,Private,1,4/1/2013,2013.25,10379,MO,7.35,3397031404,777213642,18026958,901,288604
29095,2013,2,34151563,28287268,390551,248,Private,2,5/1/2013,2013.333333,10702,MO,7.35,3397031404,777213642,18026958,901,289963
29095,2013,2,34151563,28287268,390551,248,Private,3,6/1/2013,2013.416667,10755,MO,7.35,3397031404,777213642,18026958,901,291740
29095,2013,3,36589671,25154127,354151,264,Private,1,7/1/2013,2013.5,10782,MO,7.35,3551657977,433440676,10196248,936,291464
29095,2013,3,36589671,25154127,354151,264,Private,2,8/1/2013,2013.583333,10680,MO,7.35,3551657977,433440676,10196248,936,293355
29095,2013,3,36589671,25154127,354151,264,Private,3,9/1/2013,2013.666667,10531,MO,7.35,3551657977,433440676,10196248,936,291294
29095,2013,4,36191825,20046084,290839,260,Private,1,10/1/2013,2013.75,10775,MO,7.35,3865958527,340034667,8205410,1016,293443
29095,2013,4,36191825,20046084,290839,260,Private,2,11/1/2013,2013.833333,10681,MO,7.35,3865958527,340034667,8205410,1016,292779
29095,2013,4,36191825,20046084,290839,260,Private,3,12/1/2013,2013.916667,10671,MO,7.35,3865958527,340034667,8205410,1016,292167
29097,2013,1,5077380,4956118,57056,212,Private,1,1/1/2013,2013,1832,MO,7.35,491381181,323269985,5720117,733,51339
29097,2013,1,5077380,4956118,57056,212,Private,2,2/1/2013,2013.083333,1821,MO,7.35,491381181,323269985,5720117,733,51485
29097,2013,1,5077380,4956118,57056,212,Private,3,3/1/2013,2013.166667,1886,MO,7.35,491381181,323269985,5720117,733,51890
29097,2013,2,5365835,4623764,55126,202,Private,1,4/1/2013,2013.25,2001,MO,7.35,462140309,152327482,2907151,675,52565
29097,2013,2,5365835,4623764,55126,202,Private,2,5/1/2013,2013.333333,2094,MO,7.35,462140309,152327482,2907151,675,52574
29097,2013,2,5365835,4623764,55126,202,Private,3,6/1/2013,2013.416667,2037,MO,7.35,462140309,152327482,2907151,675,52916
29097,2013,3,5285266,3846392,43227,217,Private,1,7/1/2013,2013.5,1905,MO,7.35,472106153,79831220,1567514,690,52517
29097,2013,3,5285266,3846392,43227,217,Private,2,8/1/2013,2013.583333,1860,MO,7.35,472106153,79831220,1567514,690,52784
29097,2013,3,5285266,3846392,43227,217,Private,3,9/1/2013,2013.666667,1850,MO,7.35,472106153,79831220,1567514,690,52578
29097,2013,4,5528597,3317877,39223,226,Private,1,10/1/2013,2013.75,1888,MO,7.35,488975903,62802913,1276822,711,52574
29097,2013,4,5528597,3317877,39223,226,Private,2,11/1/2013,2013.833333,1880,MO,7.35,488975903,62802913,1276822,711,53200
29097,2013,4,5528597,3317877,39223,226,Private,3,12/1/2013,2013.916667,1878,MO,7.35,488975903,62802913,1276822,711,53039
29145,2013,1,1696204,1625505,12099,235,Private,1,1/1/2013,2013,555,MO,7.35,116110812,87091745,1863988,610,14576
29145,2013,1,1696204,1625505,12099,235,Private,2,2/1/2013,2013.083333,548,MO,7.35,116110812,87091745,1863988,610,14601
29145,2013,1,1696204,1625505,12099,235,Private,3,3/1/2013,2013.166667,566,MO,7.35,116110812,87091745,1863988,610,14743
29145,2013,2,1753342,1454034,11724,217,Private,1,4/1/2013,2013.25,609,MO,7.35,112888092,47169537,1008691,585,14829
29145,2013,2,1753342,1454034,11724,217,Private,2,5/1/2013,2013.333333,633,MO,7.35,112888092,47169537,1008691,585,14809
29145,2013,2,1753342,1454034,11724,217,Private,3,6/1/2013,2013.416667,619,MO,7.35,112888092,47169537,1008691,585,14904
29145,2013,3,1854342,1293227,9509,241,Private,1,7/1/2013,2013.5,579,MO,7.35,116654393,24152981,458140,604,14817
29145,2013,3,1854342,1293227,9509,241,Private,2,8/1/2013,2013.583333,583,MO,7.35,116654393,24152981,458140,604,14898
29145,2013,3,1854342,1293227,9509,241,Private,3,9/1/2013,2013.666667,616,MO,7.35,116654393,24152981,458140,604,14868
29145,2013,4,1827854,1101517,9222,223,Private,1,10/1/2013,2013.75,591,MO,7.35,119406940,16978819,328012,618,14885
29145,2013,4,1827854,1101517,9222,223,Private,2,11/1/2013,2013.833333,649,MO,7.35,119406940,16978819,328012,618,14961
29145,2013,4,1827854,1101517,9222,223,Private,3,12/1/2013,2013.916667,654,MO,7.35,119406940,16978819,328012,618,14776
29165,2013,1,4021315,3896922,45478,251,Private,1,1/1/2013,2013,1250,MO,7.35,351507522,247931356,5474364,777,35106
29165,2013,1,4021315,3896922,45478,251,Private,2,2/1/2013,2013.083333,1222,MO,7.35,351507522,247931356,5474364,777,34377
29165,2013,1,4021315,3896922,45478,251,Private,3,3/1/2013,2013.166667,1231,MO,7.35,351507522,247931356,5474364,777,34979
29165,2013,2,4002720,3296895,37444,239,Private,1,4/1/2013,2013.25,1261,MO,7.35,364639314,112234836,2481422,778,35787
29165,2013,2,4002720,3296895,37444,239,Private,2,5/1/2013,2013.333333,1285,MO,7.35,364639314,112234836,2481422,778,36169
29165,2013,2,4002720,3296895,37444,239,Private,3,6/1/2013,2013.416667,1321,MO,7.35,364639314,112234836,2481422,778,36184
29165,2013,3,4488478,3097021,35932,262,Private,1,7/1/2013,2013.5,1313,MO,7.35,353582684,57575584,1317738,764,35661
29165,2013,3,4488478,3097021,35932,262,Private,2,8/1/2013,2013.583333,1333,MO,7.35,353582684,57575584,1317738,764,35623
29165,2013,3,4488478,3097021,35932,262,Private,3,9/1/2013,2013.666667,1300,MO,7.35,353582684,57575584,1317738,764,35482
29165,2013,4,4164639,2321415,28363,246,Private,1,10/1/2013,2013.75,1294,MO,7.35,375451764,45952971,1059283,802,35954
29165,2013,4,4164639,2321415,28363,246,Private,2,11/1/2013,2013.833333,1314,MO,7.35,375451764,45952971,1059283,802,35967
29165,2013,4,4164639,2321415,28363,246,Private,3,12/1/2013,2013.916667,1305,MO,7.35,375451764,45952971,1059283,802,36069
20005,2014,1,600610,579669,14748,183,Private,1,1/1/2014,2014,244,KS,7.25,44494646,22727450,1008368,692,4885
20005,2014,1,600610,579669,14748,183,Private,2,2/1/2014,2014.083333,248,KS,7.25,44494646,22727450,1008368,692,4938
20005,2014,1,600610,579669,14748,183,Private,3,3/1/2014,2014.166667,267,KS,7.25,44494646,22727450,1008368,692,5015
20005,2014,2,716197,544459,13472,215,Private,1,4/1/2014,2014.25,249,KS,7.25,44423394,7813058,294464,672,5138
20005,2014,2,716197,544459,13472,215,Private,2,5/1/2014,2014.333333,262,KS,7.25,44423394,7813058,294464,672,5097
20005,2014,2,716197,544459,13472,215,Private,3,6/1/2014,2014.416667,258,KS,7.25,44423394,7813058,294464,672,5015
20005,2014,3,686737,374604,9537,209,Private,1,7/1/2014,2014.5,258,KS,7.25,44845730,4855301,193108,688,5002
20005,2014,3,686737,374604,9537,209,Private,2,8/1/2014,2014.583333,260,KS,7.25,44845730,4855301,193108,688,5015
20005,2014,3,686737,374604,9537,209,Private,3,9/1/2014,2014.666667,239,KS,7.25,44845730,4855301,193108,688,5029
20005,2014,4,719525,285311,7083,239,Private,1,10/1/2014,2014.75,229,KS,7.25,46347303,3881861,146508,710,4987
20005,2014,4,719525,285311,7083,239,Private,2,11/1/2014,2014.833333,229,KS,7.25,46347303,3881861,146508,710,5031
20005,2014,4,719525,285311,7083,239,Private,3,12/1/2014,2014.916667,236,KS,7.25,46347303,3881861,146508,710,5040
20011,2014,1,506030,472272,15828,175,Private,1,1/1/2014,2014,227,KS,7.25,40981338,25433195,1030323,616,5102
20011,2014,1,506030,472272,15828,175,Private,2,2/1/2014,2014.083333,219,KS,7.25,40981338,25433195,1030323,616,5080
20011,2014,1,506030,472272,15828,175,Private,3,3/1/2014,2014.166667,223,KS,7.25,40981338,25433195,1030323,616,5165
20011,2014,2,578012,466383,14467,185,Private,1,4/1/2014,2014.25,247,KS,7.25,41658237,7888903,303163,626,5077
20011,2014,2,578012,466383,14467,185,Private,2,5/1/2014,2014.333333,247,KS,7.25,41658237,7888903,303163,626,5133
20011,2014,2,578012,466383,14467,185,Private,3,6/1/2014,2014.416667,227,KS,7.25,41658237,7888903,303163,626,5152
20011,2014,3,597511,333840,10362,203,Private,1,7/1/2014,2014.5,229,KS,7.25,40723688,4284171,159515,617,5074
20011,2014,3,597511,333840,10362,203,Private,2,8/1/2014,2014.583333,222,KS,7.25,40723688,4284171,159515,617,5067
20011,2014,3,597511,333840,10362,203,Private,3,9/1/2014,2014.666667,228,KS,7.25,40723688,4284171,159515,617,5088
20011,2014,4,601857,254559,7102,197,Private,1,10/1/2014,2014.75,248,KS,7.25,44365693,4014183,152391,660,5168
20011,2014,4,601857,254559,7102,197,Private,2,11/1/2014,2014.833333,230,KS,7.25,44365693,4014183,152391,660,5122
20011,2014,4,601857,254559,7102,197,Private,3,12/1/2014,2014.916667,226,KS,7.25,44365693,4014183,152391,660,5225
20021,2014,1,515813,497787,7459,192,Private,1,1/1/2014,2014,199,KS,7.25,38586057,25107833,994050,684,4352
20021,2014,1,515813,497787,7459,192,Private,2,2/1/2014,2014.083333,203,KS,7.25,38586057,25107833,994050,684,4333
20021,2014,1,515813,497787,7459,192,Private,3,3/1/2014,2014.166667,219,KS,7.25,38586057,25107833,994050,684,4335
20021,2014,2,618377,483622,7167,198,Private,1,4/1/2014,2014.25,236,KS,7.25,40210092,7614393,282532,700,4406
20021,2014,2,618377,483622,7167,198,Private,2,5/1/2014,2014.333333,242,KS,7.25,40210092,7614393,282532,700,4415
20021,2014,2,618377,483622,7167,198,Private,3,6/1/2014,2014.416667,243,KS,7.25,40210092,7614393,282532,700,4441
20021,2014,3,627654,353776,5309,212,Private,1,7/1/2014,2014.5,225,KS,7.25,40310124,4821899,177624,702,4389
20021,2014,3,627654,353776,5309,212,Private,2,8/1/2014,2014.583333,230,KS,7.25,40310124,4821899,177624,702,4416
20021,2014,3,627654,353776,5309,212,Private,3,9/1/2014,2014.666667,228,KS,7.25,40310124,4821899,177624,702,4449
20021,2014,4,579546,242518,3592,207,Private,1,10/1/2014,2014.75,213,KS,7.25,44862340,4065834,156519,759,4509
20021,2014,4,579546,242518,3592,207,Private,2,11/1/2014,2014.833333,217,KS,7.25,44862340,4065834,156519,759,4543
20021,2014,4,579546,242518,3592,207,Private,3,12/1/2014,2014.916667,216,KS,7.25,44862340,4065834,156519,759,4588
20091,2014,1,25624705,23124185,589807,257,Private,1,1/1/2014,2014,7658,KS,7.25,4119985295,1747834101,67646961,1096,288599
20091,2014,1,25624705,23124185,589807,257,Private,2,2/1/2014,2014.083333,7611,KS,7.25,4119985295,1747834101,67646961,1096,288113
20091,2014,1,25624705,23124185,589807,257,Private,3,3/1/2014,2014.166667,7710,KS,7.25,4119985295,1747834101,67646961,1096,290705
20091,2014,2,28406695,18432422,465704,270,Private,1,4/1/2014,2014.25,7885,KS,7.25,3832765621,479808906,16923805,987,295938
20091,2014,2,28406695,18432422,465704,270,Private,2,5/1/2014,2014.333333,8118,KS,7.25,3832765621,479808906,16923805,987,298503
20091,2014,2,28406695,18432422,465704,270,Private,3,6/1/2014,2014.416667,8289,KS,7.25,3832765621,479808906,16923805,987,301619
20091,2014,3,29473959,13172956,331672,279,Private,1,7/1/2014,2014.5,8251,KS,7.25,3808339700,349578053,12247993,972,302530
20091,2014,3,29473959,13172956,331672,279,Private,2,8/1/2014,2014.583333,8143,KS,7.25,3808339700,349578053,12247993,972,302800
20091,2014,3,29473959,13172956,331672,279,Private,3,9/1/2014,2014.666667,8003,KS,7.25,3808339700,349578053,12247993,972,298620
20091,2014,4,29474475,10443738,270793,283,Private,1,10/1/2014,2014.75,8015,KS,7.25,4199134917,318037224,11093222,1063,301530
20091,2014,4,29474475,10443738,270793,283,Private,2,11/1/2014,2014.833333,8062,KS,7.25,4199134917,318037224,11093222,1063,304649
20091,2014,4,29474475,10443738,270793,283,Private,3,12/1/2014,2014.916667,7992,KS,7.25,4199134917,318037224,11093222,1063,305760
20103,2014,1,1508936,1423031,28813,200,Private,1,1/1/2014,2014,579,KS,7.25,102536082,61783186,2387883,672,11647
20103,2014,1,1508936,1423031,28813,200,Private,2,2/1/2014,2014.083333,567,KS,7.25,102536082,61783186,2387883,672,11641
20103,2014,1,1508936,1423031,28813,200,Private,3,3/1/2014,2014.166667,591,KS,7.25,102536082,61783186,2387883,672,11940
20103,2014,2,1903936,1412905,28451,239,Private,1,4/1/2014,2014.25,614,KS,7.25,107754245,22143965,869310,665,12358
20103,2014,2,1903936,1412905,28451,239,Private,2,5/1/2014,2014.333333,615,KS,7.25,107754245,22143965,869310,665,12481
20103,2014,2,1903936,1412905,28451,239,Private,3,6/1/2014,2014.416667,607,KS,7.25,107754245,22143965,869310,665,12539
20103,2014,3,1932909,1001155,21017,234,Private,1,7/1/2014,2014.5,626,KS,7.25,110434409,14527847,541906,684,12431
20103,2014,3,1932909,1001155,21017,234,Private,2,8/1/2014,2014.583333,649,KS,7.25,110434409,14527847,541906,684,12386
20103,2014,3,1932909,1001155,21017,234,Private,3,9/1/2014,2014.666667,635,KS,7.25,110434409,14527847,541906,684,12448
20103,2014,4,2055983,875269,18982,236,Private,1,10/1/2014,2014.75,635,KS,7.25,115003886,12996337,474505,728,12077
20103,2014,4,2055983,875269,18982,236,Private,2,11/1/2014,2014.833333,705,KS,7.25,115003886,12996337,474505,728,12233
20103,2014,4,2055983,875269,18982,236,Private,3,12/1/2014,2014.916667,671,KS,7.25,115003886,12996337,474505,728,12148
20209,2014,1,6375873,5536358,145914,269,Private,1,1/1/2014,2014,1805,KS,7.25,826174397,479582316,17067744,931,66653
20209,2014,1,6375873,5536358,145914,269,Private,2,2/1/2014,2014.083333,1818,KS,7.25,826174397,479582316,17067744,931,67808
20209,2014,1,6375873,5536358,145914,269,Private,3,3/1/2014,2014.166667,1855,KS,7.25,826174397,479582316,17067744,931,70227
20209,2014,2,7087727,4326039,112887,282,Private,1,4/1/2014,2014.25,1905,KS,7.25,800825863,187912261,4192087,858,70724
20209,2014,2,7087727,4326039,112887,282,Private,2,5/1/2014,2014.333333,1950,KS,7.25,800825863,187912261,4192087,858,71651
20209,2014,2,7087727,4326039,112887,282,Private,3,6/1/2014,2014.416667,1953,KS,7.25,800825863,187912261,4192087,858,73064
20209,2014,3,7716567,3093282,78466,307,Private,1,7/1/2014,2014.5,1948,KS,7.25,855807449,176734626,3225037,900,72673
20209,2014,3,7716567,3093282,78466,307,Private,2,8/1/2014,2014.583333,1927,KS,7.25,855807449,176734626,3225037,900,73484
20209,2014,3,7716567,3093282,78466,307,Private,3,9/1/2014,2014.666667,1922,KS,7.25,855807449,176734626,3225037,900,73284
20209,2014,4,7540440,2312406,62438,308,Private,1,10/1/2014,2014.75,1890,KS,7.25,895135981,156406999,2658500,939,73491
20209,2014,4,7540440,2312406,62438,308,Private,2,11/1/2014,2014.833333,1889,KS,7.25,895135981,156406999,2658500,939,72889
20209,2014,4,7540440,2312406,62438,308,Private,3,12/1/2014,2014.916667,1865,KS,7.25,895135981,156406999,2658500,939,73682
29011,2014,1,465573,463439,4229,173,Private,1,1/1/2014,2014,209,MO,7.5,15952465,13858769,335290,509,2434
29011,2014,1,465573,463439,4229,173,Private,2,2/1/2014,2014.083333,204,MO,7.5,15952465,13858769,335290,509,2419
29011,2014,1,465573,463439,4229,173,Private,3,3/1/2014,2014.166667,207,MO,7.5,15952465,13858769,335290,509,2379
29011,2014,2,608546,551575,5072,195,Private,1,4/1/2014,2014.25,237,MO,7.5,15632713,8491142,184868,478,2468
29011,2014,2,608546,551575,5072,195,Private,2,5/1/2014,2014.333333,241,MO,7.5,15632713,8491142,184868,478,2528
29011,2014,2,608546,551575,5072,195,Private,3,6/1/2014,2014.416667,243,MO,7.5,15632713,8491142,184868,478,2548
29011,2014,3,626867,524769,4850,189,Private,1,7/1/2014,2014.5,256,MO,7.5,15704614,4681222,79793,487,2478
29011,2014,3,626867,524769,4850,189,Private,2,8/1/2014,2014.583333,261,MO,7.5,15704614,4681222,79793,487,2499
29011,2014,3,626867,524769,4850,189,Private,3,9/1/2014,2014.666667,247,MO,7.5,15704614,4681222,79793,487,2463
29011,2014,4,609675,379105,3449,207,Private,1,10/1/2014,2014.75,228,MO,7.5,16415858,3153427,61095,523,2430
29011,2014,4,609675,379105,3449,207,Private,2,11/1/2014,2014.833333,232,MO,7.5,16415858,3153427,61095,523,2420
29011,2014,4,609675,379105,3449,207,Private,3,12/1/2014,2014.916667,219,MO,7.5,16415858,3153427,61095,523,2396
29013,2014,1,301251,299579,2515,163,Private,1,1/1/2014,2014,143,MO,7.5,14559444,12589579,203608,483,2323
29013,2014,1,301251,299579,2515,163,Private,2,2/1/2014,2014.083333,138,MO,7.5,14559444,12589579,203608,483,2286
29013,2014,1,301251,299579,2515,163,Private,3,3/1/2014,2014.166667,146,MO,7.5,14559444,12589579,203608,483,2347
29013,2014,2,407619,363886,2902,180,Private,1,4/1/2014,2014.25,168,MO,7.5,15748313,7795993,136257,506,2356
29013,2014,2,407619,363886,2902,180,Private,2,5/1/2014,2014.333333,175,MO,7.5,15748313,7795993,136257,506,2404
29013,2014,2,407619,363886,2902,180,Private,3,6/1/2014,2014.416667,180,MO,7.5,15748313,7795993,136257,506,2422
29013,2014,3,416872,348402,2809,191,Private,1,7/1/2014,2014.5,168,MO,7.5,16359332,4582457,79204,520,2394
29013,2014,3,416872,348402,2809,191,Private,2,8/1/2014,2014.583333,170,MO,7.5,16359332,4582457,79204,520,2414
29013,2014,3,416872,348402,2809,191,Private,3,9/1/2014,2014.666667,166,MO,7.5,16359332,4582457,79204,520,2455
29013,2014,4,401126,272693,2340,197,Private,1,10/1/2014,2014.75,160,MO,7.5,17557475,3504657,65137,552,2434
29013,2014,4,401126,272693,2340,197,Private,2,11/1/2014,2014.833333,156,MO,7.5,17557475,3504657,65137,552,2460
29013,2014,4,401126,272693,2340,197,Private,3,12/1/2014,2014.916667,154,MO,7.5,17557475,3504657,65137,552,2451
29021,2014,1,3932561,3782393,38861,211,Private,1,1/1/2014,2014,1424,MO,7.5,390916131,250251363,4907307,761,39513
29021,2014,1,3932561,3782393,38861,211,Private,2,2/1/2014,2014.083333,1409,MO,7.5,390916131,250251363,4907307,761,39363
29021,2014,1,3932561,3782393,38861,211,Private,3,3/1/2014,2014.166667,1465,MO,7.5,390916131,250251363,4907307,761,39638
29021,2014,2,4386794,3770511,38794,241,Private,1,4/1/2014,2014.25,1392,MO,7.5,392475730,111792931,2331909,752,40065
29021,2014,2,4386794,3770511,38794,241,Private,2,5/1/2014,2014.333333,1391,MO,7.5,392475730,111792931,2331909,752,40191
29021,2014,2,4386794,3770511,38794,241,Private,3,6/1/2014,2014.416667,1413,MO,7.5,392475730,111792931,2331909,752,40150
29021,2014,3,5327462,3115303,32124,289,Private,1,7/1/2014,2014.5,1417,MO,7.5,398934248,60336949,1248931,767,40056
29021,2014,3,5327462,3115303,32124,289,Private,2,8/1/2014,2014.583333,1422,MO,7.5,398934248,60336949,1248931,767,40040
29021,2014,3,5327462,3115303,32124,289,Private,3,9/1/2014,2014.666667,1409,MO,7.5,398934248,60336949,1248931,767,39942
29021,2014,4,4402149,2734241,27745,244,Private,1,10/1/2014,2014.75,1409,MO,7.5,440523497,49351061,1018599,838,40136
29021,2014,4,4402149,2734241,27745,244,Private,2,11/1/2014,2014.833333,1386,MO,7.5,440523497,49351061,1018599,838,40571
29021,2014,4,4402149,2734241,27745,244,Private,3,12/1/2014,2014.916667,1363,MO,7.5,440523497,49351061,1018599,838,40625
29037,2014,1,3051882,2965915,30494,225,Private,1,1/1/2014,2014,1069,MO,7.5,136548350,112333306,2324354,565,18390
29037,2014,1,3051882,2965915,30494,225,Private,2,2/1/2014,2014.083333,1011,MO,7.5,136548350,112333306,2324354,565,18352
29037,2014,1,3051882,2965915,30494,225,Private,3,3/1/2014,2014.166667,1055,MO,7.5,136548350,112333306,2324354,565,19032
29037,2014,2,3433811,2823165,26948,240,Private,1,4/1/2014,2014.25,1069,MO,7.5,144448890,67345274,1461250,570,19602
29037,2014,2,3433811,2823165,26948,240,Private,2,5/1/2014,2014.333333,1105,MO,7.5,144448890,67345274,1461250,570,19661
29037,2014,2,3433811,2823165,26948,240,Private,3,6/1/2014,2014.416667,1125,MO,7.5,144448890,67345274,1461250,570,19248
29037,2014,3,3533504,2414230,25288,244,Private,1,7/1/2014,2014.5,1122,MO,7.5,147756742,39283019,812566,582,19232
29037,2014,3,3533504,2414230,25288,244,Private,2,8/1/2014,2014.583333,1122,MO,7.5,147756742,39283019,812566,582,19714
